,author,title,datepublished,isbn13,Title,Author,PublishedDate,ISBN13
328,,,,,Perfect Remains,['Helen Fields'],2018,9780008282493
329,,,,,The Institution,['Helen Fields'],2023,9780008533496
330,,,,,The Immolation of Eve,['MS Helen S. Fields'],2012,9780957124615
331,,,,,The Last Girl to Die,['Helen Fields'],2022,9780008379377
332,,,,,The Vengeance of Legion,['MS Helen S. Fields'],2012,9780957124639
333,,,,,Untitled Book 11,['Helen Fields'],2024,9780008533540
334,,,,,Candy Apple Red Mercedes Princess,['Helen Fields'],2011,9781462012091
335,,,,,"Perfect Remains (free sampler) (A DI Callanach Thriller, Book 1)",['Helen Fields'],2016,9780008214319
336,,,,,Perfect Remains,['Helen Fields'],2017,9780008200947
337,,,,,THESE LOST & BROKEN THINGS.,['HELEN. FIELDS'],2020,9780957124653
338,,,,,"Register of Marriages and Baptisms Performed by REV. John Cuthbertson, 1751-1791",['S. Helen Fields'],2009,9780788419980
339,,,,,Perfecte resten,['Helen Fields'],2019,9789026347009
340,,,,,Perfecte stilte,['Helen Fields'],2021,9789026355769
341,,,,,The Valkyrie,['Kate Heartfield'],2023,9780008567750
342,,,,,The Chatelaine,['Kate Heartfield'],2023,9780008567842
343,,,,,The Embroidered Book,['Kate Heartfield'],2022,9780008380618
344,,,,,Armed in Her Fashion,['Kate Heartfield'],2018,9781771484534
345,,,,,Alice Payne Arrives,['Kate Heartfield'],2018,9781250313744
346,,,,,The Humours of Grub Street,['Kate Heartfield'],2020,9781771485463
347,,,,,Alice Payne Rides,['Kate Heartfield'],2019,9781250313768
348,,,,,Assassin's Creed: The Magus Conspiracy,['Kate Heartfield'],2022,9781839081675
349,,,,,The Course of True Love,['Kate Heartfield'],2016,9781786180018
350,,,,,Assassin's Creed: The Resurrection Plot,['Kate Heartfield'],2023,9781839082368
351,,,,,Monstrous Little Voices,"['Adrian Tchaikovsky', 'Jonathan Barnes', 'Emma Newman', 'Foz Meadows', 'Kate Heartfield']",2016,9781781083949
352,,,,,Alchemy and Artifacts,"['Lorina Stephens', 'Susan MacGregor', 'Colleen Anderson', 'Lara Apps', 'Leslie Brown', 'Katherine Cameron', 'Chris Patrick Carolan', 'Geoff Gander & Fiona Plunkett', 'Bev Geddes', 'Mary-Jean Harris', 'Geoffrey Hart', 'Kate Heartfield', 'R. W. Hodgson', 'Kurt Kirchmeier', 'Jason Lane', 'Halli Lilburn', 'Cat McDonald', 'Tony Pi', 'Mike Rimar', 'Bianca Sayan', 'Holly Schofield', 'Michael Skeet', 'Erik Jon Spigel', 'Liz Westbrook-Trenholm', 'Michal Wojcik']",2019,9781770531932
353,,,,,Monstrous Little Voices,"['Adrian Tchaikovsky', 'Jonathan Barnes', 'Emma Newman', 'Foz Meadows', 'Kate Heartfield']",2016,9781781083932
354,,,,,Curiosities #1 Winter 2017,"['Kevin Frost', 'Alexis Lantgen', 'Joachim Heijndermans', 'Kate Heartfield', 'Nelson Stanley', 'Tricia Owens', 'Shane Halbach', 'David Riley', 'David Hoenig', 'Deborah Davitt']",2017,9781981684779
355,,,,,Timeworn Literary Journal,"['Kate Heartfield', 'Ranjabali Chaudhuri', 'Jason McCuiston', 'Kat Weaver', 'Hannah Onoguwe', 'Rebecca Bennett']",2019,9780578581262
356,,,,,War on Christmas,"['Cat Rambo', 'Dana Cameron', 'Paul Michael Anderson', 'Chris Hayes', 'David Demchuk', 'Bracken MacLeod', 'Kari Maaren', 'Helen Marshall']",2018,9781771484749
357,,,,,Garden Feng Shui,['Kate Heartfield'],2015,9781522860273
358,,,,,Portfolios for Health Professionals,"['Kate Andre', 'Marie Heartfield']",2016,9780729583428
359,,,,,Assassin’s Creed: Spisek Maga,['Kate Heartfield'],2023,9788367323925
360,,,,,Nursing and Midwifery Portfolios,"['Kate Andre', 'Marie Heartfield']",2011,9780729540780
361,,,,,Assassin's Creed: Die Magus-Verschwörung,['Kate Heartfield'],2023,9783986660123
362,,,,,Pulp Literature Winter 2022: Issue 33,"['Kate Heartfiled', 'Jm Landels', 'Mel Anastasiou']",2022,9781988865454
363,,,,,The magnus conspiracy. Assassin's creed,['Kate Heartfield'],2023,9788828713746
364,,,,,Professional Portfolios,"['Kate Andre', 'Marie Heartfield']",2007,9780729537926
365,,,,,Spisek Maga,['Kate Heartfield'],2023,9788367323833
366,,,,,Assassin’s Creed: La cospirazione del Magus,['Kate Heartfield'],2023,9788828725145
367,,,,,The Brothers of Auschwitz,['Malka Adler'],2019,9780008386115
368,,,,,The Polish Girl,['Malka Adler'],2022,9780008525279
369,,,,,The Boy Who Jumped Off the Train,['Malka Adler'],2022,9789655752847
370,,,,,The Miracle Next Door,"['Malka Adler', 'Yona T. Yacobowicz']",2004,9781568713281
371,,,,,Together Out of the Nazi Inferno,['Malka Adler'],2019,9781088624531
372,,,,,A Second Helping of Sunshine,['Malka Adler'],2008,9781586714598
373,,,,,TIS03,"['Carl Wooley', 'Aaron Turner', 'Andrea Modica', 'Yael Malka', 'Will Matsuda', 'Adler Guerrier', 'Tenzing Dapka', 'Rose Marie Cromwell', 'Nelson Chan', 'J. Carrier', 'Tim Carpenter', 'Sasha Arutyunova']",2021,9781943146291
374,,,,,Os Irmãos de Auschwitz,['Malka Adler'],2021,9789895646982
375,,,,,La valigia di famiglia,['Malka Adler'],2022,9788822766038
376,,,,,Testvérek Auschwitzban,['Malka Adler'],2020,9786156145550
377,,,,,I fratelli di Auschwitz,['Malka Adler'],2021,9788822744050
378,,,,,Twee broers uit Auschwitz,['Malka Adler'],2020,9789023960102
379,,,,,3 grandi bestseller. Memorie di Auschwitz: I fratelli di Auschwitz-Le due donne di Auschwitz-La lettera perduta di Auschwitz,"['Malka Adler', 'Lily Graham', 'Anna Ellory']",2022,9788822760876
380,,,,,Auschwitzde Iki Kardes,['Malka Adler'],2020,9789752986268
381,,,,,Twee broers uit Auschwitz,['Malka Adler'],2020,9789023960096
382,,,,,At the Wolf's Table,['Rosella Postorino'],2019,9781250179159
383,,,,,The Women at Hitler's Table,['Rosella Postorino'],2020,9780008388331
384,,,,,At the Wolf's Table,['Rosella Postorino'],2020,9780369335890
385,,,,,Working for paradise,"['Vincenzo Latronico', 'Rosella Postorino', 'Chiara Valerio']",2009,9788845263699
386,,,,,La catadora,['Rosella Postorino'],2018,9788426406552
387,,,,,La Goûteuse d'Hitler,['Rosella Postorino'],2019,9782226432919
388,,,,,La catadora / At the Wolf's Table,['Rosella Postorino'],2019,9788426405180
389,,,,,Rita a Través de la Cascada,['Rosella Postorino'],2022,9788417761950
390,,,,,Degustatoarele,['Rosella Postorino'],2022,9786064014870
391,,,,,Il corpo docile,['Rosella Postorino'],2013,9788858408056
392,,,,,El banquete de Hitler,['Rosella Postorino'],2021,9786073811248
393,,,,,"Et moi, je me contentais de t'aimer",['Rosella Postorino'],2023,9782226487315
394,,,,,Le assaggiatrici,['Rosella Postorino'],2021,9788807893001
395,,,,,Degustătoarele,['Rosella Postorino'],2021,9786064010759
396,,,,,As Provadoras de Hitler,['Rosella Postorino'],2019,9789722067959
397,,,,,Tutti giù per aria,['Rosella Postorino'],2019,9788831004275
398,,,,,La stanza di sopra,['Rosella Postorino'],2018,9788858832776
399,,,,,Il mare in salita,['Rosella Postorino'],2012,9788858101483
400,,,,,Na mesa do lobo,['Rosella Postorino'],2021,9786555352474
401,,,,,Mi limitavo ad amare te,['Rosella Postorino'],2023,9788858855553
402,,,,,Silk,['Aarathi Prasad'],2023,9780008451851
403,,,,,Like a Virgin,['Aarathi Prasad'],2012,9781780740676
404,,,,,In the Bonesetter's Waiting Room,['Aarathi Prasad'],2016,9781782831785
405,,,,,Silk,['Aarathi Prasad'],2024,9780063160255
406,,,,,Storia naturale del concepimento. Come la scienza può cambiare le regole del sesso,['Aarathi Prasad'],2015,9788833926742
407,,,,,al-Ḥaml fī al-qarn al-waḥid wa al-ʻishrūn,['Aarathi Prasad'],2013,9786140107960
408,,,,,De maagdelijke moeder,['Aarathi Prasad'],2012,9789400400269
409,,,,,Russia Girl,['Julia Ioffe'],2023,9780008469665
410,,,,,"Quark Model And High Energy Collisions, 2nd Edition","['Vladimir Vladislavovich Anisovich', 'M N Kobrinsky', 'Julia Nyiri', 'Yuli M Shabelski']",2004,9789814483582
411,,,,,"The Where, The Why, and The How","['Jenny Volvovski', 'Julia Rothman', 'Matt Lamothe']",2012,9781452119113
412,,,,,Come Fly the World,['Julia Cooke'],2021,9781785786891
413,,,,,What Deters and Why,"['Michael J. Mazarr', 'Arthur Chan', 'Alyssa Demus', 'Bryan Frederick', 'Alireza Nader', 'Stephanie Pezard', 'Julia A. Thompson', 'Elina Treyger']",2018,9781977400673
414,,,,,Globalistics and Globalization Studies,"['George Modelski.', 'Anton L. Grinin', 'Valentina M. Bondarenko.', 'Ivan A. Aleshkovski', 'Alexey I. Andreev', 'Julia V. Zinkina', 'Oleg A. Alekseenko', 'Olga G. Leonova', 'David Christian', 'Tatyana L. Shestova', 'Craig G. Benjamin', 'Sergey V. Tsirel', 'William R. Thompson', 'Kentaro Sakuwa', 'Mikhail А. Kaverin', 'Sergey Yu. Malkov', 'Vladimir Maslov', 'Stanislav Ye. Bilyuga', 'Olga I. Davydova', 'Dmitry S. Malkov.', 'Lowell Gustafson', 'David Baker', 'Alexander V. Markov', 'Joseph Voros', 'Alexander D. Panov']",2015,9785705745791
415,,,,,Gegenwelten,"['Verena Moritz', 'Julia Köstenberger', 'Aleksandr Vatlin', 'Hannes Leidinger', 'Karin Moser']",2013,9783701744480
416,,,,,Obesidad,"['Basilio Moreno Esteban', 'Julia Álvarez Hernández']",2000,9788479784300
417,,,,,Hüter der Tradition,['Julia Haarmann'],2012,9783647570235
418,,,,,Godkiller,['Hannah Kaner'],2023,9780008521462
419,,,,,Sunbringer,['Hannah Kaner'],2024,9780063350106
420,,,,,"Sunbringer (Godkiller, Book 2)",['Hannah Kaner'],2024,9780008521530
421,,,,,Untitled Book 2,['Hannah Kaner'],2024,9780008521516
422,,,,,Kristin Hannah Omnibus,['Kristin Hannah'],2008,9789044325966
423,,,,,The Highland Girls at War,['Helen Yendall'],2022,9780008523121
424,,,,,A Wartime Secret,['Helen Yendall'],2022,9780008523107
425,,,,,Attention Span,['Gloria Mark'],2023,9780008525972
426,,,,,Attention Span,['Gloria Mark'],2023,9780369733054
427,,,,,Multitasking in the Digital Age,['Gloria Mark'],2022,9783031022128
428,,,,,Attention Span,['Gloria Mark'],2023,9780008616984
429,,,,,Attention Span: The New Science of Finding Focus and Fighting Distraction in the Digital Age,['Gloria Mark'],2023,9798885786201
430,,,,,Butterflies,['Gloria G. Schlaepfer'],2006,9780761417453
431,,,,,Migrations,['Gloria Gervitz'],2021,9781681375700
432,,,,,A Child for the Reich,['Andie Newton'],2022,9780008541965
433,,,,,The Girls from the Beach,['Andie Newton'],2021,9781789546699
434,,,,,The Girl I Left Behind,['Andie Newton'],2019,9781789546682
435,,,,,The Girl from Vichy,['Andie Newton'],2020,9781789546675
436,,,,,The Arcanist: Year One,"['Andie Fullmer', 'Josh Hrala', 'Patrick Morris']",2018,9781983310713
437,,,,,Not Exactly Lying,['Andie Tucher'],2022,9780231546591
438,,,,,Froth and Scum,['Andie Tucher'],2000,9780807866016
439,,,,,The Revels,['Stacey Thomas'],2024,9780008566692
440,,,,,Sins of the Flesh,['Stacey Thomas'],2013,9780989140317
441,,,,,Just a Reminder: A 60-Day Devotional,['Stacey A. Thomas'],2020,9781646205769
442,,,,,The Kid's BMW 2002 Diaries,['Stacey Jon Thomas'],2015,9781507584521
443,,,,,Chemistry,"['Thomas R. Gilbert', 'Rein V. Kirss', 'Stacey Lowery Bretz', 'Natalie Foster']",2017,9780393615203
444,,,,,The Great Bridge-Jumpers Manifesto,['Stacey Jon Thomas'],2015,9781507567463
445,,,,,Black Church Studies,"['Juan M. Floyd-Thomas', 'Stacey Floyd-Thomas', 'Carol B. Duncan', 'Stephen G. Ray, Jr.', 'Nancy Lynne Westfield']",2007,9781426732164
446,,,,,Antiguan Primary Social Studies WorkBook Grade 4,['Anthea Thomas'],2017,9781979983518
447,,,,,Be More Strategic in Business,"['Diana Thomas', 'Stacey Boyle']",2018,9781633537859
448,,,,,The Altars Where We Worship,"['Juan M. Floyd-Thomas', 'Stacey M. Floyd-Thomas', 'Mark G. Toulouse']",2016,9781611647808
449,,,,,SINS of the Flesh II,['Stacey Thomas'],2014,9780692243947
450,,,,,Leading for Equity,"['Stacey M. Childress', 'Denis P. Doyle', 'David A. Thomas']",2009,9781612500119
451,,,,,"Chemistry: an Atoms Focussed Approach, 3e + Reg Card","['Stacey Thomas R. Gilbert', 'Rein V. Kirss', 'Stacey Lowery Bretz', 'Natalie Foster']",2019,9780393697384
452,,,,,The Globalization of Science Curricula,"['Oliver Stacey', 'Giulia De Lazzari', 'Hilary Grayson', 'Hazel Griffin', 'Emily Jones', 'Amanda Taylor', 'David Thomas']",2018,9783319715322
453,,,,,Made to Worship,"['Phil Stacey', 'Thomas Jeffries']",2022,9781589977099
454,,,,,31 Prayers of a Reconstructed Heart,['Stacey Thomas'],2021,9781637284490
455,,,,,Secrets of a Suburban Chick,['Stacey Thomas'],2015,9780692433980
456,,,,,Sierra North,"['Kathy Morey', 'Mike White', 'Stacey Corless', 'Thomas Winnett']",2005,9780899975245
457,,,,,Sierra South,"['Kathy Morey', 'Mike White']",2006,9780899975252
458,,,,,Voyage of The Solar System,['Megan Scott'],2022,9781955561167
459,,,,,Lucy's Log of The Solar System,['Megan Scott'],2022,9781955561198
460,,,,,Healthy Weight Loss - Here's the Deal,['Megan Scott'],2013,9781724344243
461,,,,,Ten Degrees,['Megan Scott'],2016,9780692699607
462,,,,,I'M YOUR Curse,['Megan Scott'],2023,9781801897952
463,,,,,Alpha of Blood,['Megan Scott'],2023,9788211215147
464,,,,,Yoga with Weights For Dummies,['Sherri Baptiste'],2012,9780471749370
465,,,,,Prince Charming Must Die,['Megan Scott'],2023,9789501215861
466,,,,,How i Become the Evil Duchess,['Megan Scott'],2023,9788211215260
467,,,,,Joy of Cooking,"['Irma S. Rombauer', 'Marion Rombauer Becker', 'Ethan Becker', 'John Becker', 'Megan Scott']",2019,9781439130827
468,,,,,HIDDEN PLAY,['Megan Scott'],2023,9789501215014
469,,,,,No More Hiding,['Megan Scott Griffin'],2020,9781034020141
470,,,,,Birdsong Under the Wisdom Tree,['Megan Chaskey'],2015,9781504338639
471,,,,,Crazy Lovely Lady,['Megan Scott'],2014,9782897283957
472,,,,,Cowboys,"['Elle James', 'Delilah Devlin', 'Reina Torres', 'Margay Leah Justice', 'Jamie K. Schmidt ', 'Cindy Tanner', 'Kelly Violet', 'January George', 'Jennie Kew', 'Megan Ryder', 'Michal Scott', 'Izzy Archer ', 'Natasha Moore', 'Ava Cuvay ', 'Susie Chapin']",2021,9781626953703
473,,,,,First Response,"['Delilah Devlin', 'Elle James', 'Reina Torres', 'N.J. Walters', 'A.C. Dawn', 'Michal Scott', 'January George', 'Tray Ellis', 'Kimberly Dean', 'Jaap Boekestein', 'Payton Harlie', 'Megan Ryder', 'Ava Cuvay', 'M. Jayne', 'Margay Leah Justice ']",2020,9781626953178
474,,,,,Star Trek: Waypoint,"['Dayton Ward', 'Sam Maggs', 'Cecil Castellucci', 'Rachael Stott', 'Donny Cates', 'Sandra Lanz', 'Kevin Dilmore', 'Mairghread Scott']",2017,9781684063451
475,,,,,Normandy Gold (complete collection),"['Megan Abbott', 'Alison Gaylin']",2018,9781785863363
476,,,,,Normandy Gold #4,"['Megan Abbott', 'Alison Gaylin']",2017,9781785863349
477,,,,,Lucy's Log of The Solar System,['Megan Scott'],2022,9781955561211
478,,,,,The Temptation of Magic,['Megan Scott'],2024,9780008587154
479,,,,,Inside the Wall,['Megan Bishop-Scott'],2012,9780987960016
480,,,,,Life Inside My Mind,"['Jessica Burkhart', 'Maureen Johnson', 'Robison Wells', 'Lauren Oliver', 'Jennifer L. Armentrout', 'Amy Reed', 'Aprilynne Pike', 'Rachel M. Wilson', 'Dan Wells', 'Amber Benson', 'E. Kristin Anderson', 'Sarah Fine', 'Kelly Fiore-Stultz', 'Ellen Hopkins', 'Scott Neumyer', 'Crissa-Jean Chappell', 'Francesca Lia Block', 'Tara Kelly', 'Kimberly McCreight', 'Megan Kelley Hall', 'Hannah Moskowitz', 'Karen Mahoney', 'Tom Pollock', 'Cyn Balog', 'Melissa Marr', 'Wendy Toliver', 'Cindy L. Rodriguez', 'Candace Ganger', 'Sara Zarr', 'Cynthia Hand', 'Francisco X. Stork']",2019,9781481494656
481,,,,,"Teacher, Take Care","['Richelle North Star Scott', 'Cher Brasok', 'Monika Cichosz Rosney', 'Laura Doney', 'Dana Fulwiler Volk', 'Jackie Gagné', 'Megan Hunter', 'Kelsey McDonald', 'Keith Macpherson', 'Lisa Dumas Neufeld', 'Sandra Pacheco Melo', 'Joyce Sunada']",2022,9781774920312
482,,,,,"Billy Jean, Armadillo Queen",['Megan Scott'],2015,9780997069815
483,,,,,Foghorn Outdoors Pacific Northwest Hiking,"['Scott Leonard', 'Megan McMorris']",2005,9781566915908
484,,,,,My Labor Pains Were Worse Than Yours,"['Michelle Jester', 'Megan Taunton', 'Klock Marcie', 'Vickie Hall', 'Tammi Arender', 'Mikelyn Amphion', 'Aimee Bennett', 'Nicole Brice', 'Keeley Brooks', 'Elizabeth Collums', 'Colleen Crain', 'Brittany Edwards', 'Kristi Williams Fontenot', 'Sharon Carroll Green', 'Joy Morrow Holden', 'Michelle James', 'Alexis Ranea Jester', 'Mariah Jester-Wise', 'Brandi LeBlanc', 'Jacqueline Meier', 'Lynn Pallaske', 'Tiara Purnell', 'Sherry Reamer', 'Macy Rushing', 'Karen K. Scott', 'Sara Simoneaux', 'Emily Smith', 'Shannon Ory Smith', 'Tia Wade', 'Yvette Whittington', 'Erin Vavasseur']",2021,9781954058101
485,,,,,Love Is All,"['Xio Axelrod', 'Wendy Gold', 'Megan Hart', 'R. L. Merrill', 'Connor Peterson', 'Susan Scott Shelley', 'Sophia Soames']",2020,9781735233710
486,,,,,House of Cards,"['Jules Nyquist', 'Megan Baldrige']",2016,9781533019967
487,,,,,MADHOUSE CS Campaign Exclusive Paperback,"['Anthony J. Rapino', 'Christopher Conlon', 'Scott Nicholson', 'Erik Williams', 'Thersa Matsuura', 'Sheldon Hogdon', 'Mercedes Yardley', 'Sara Brooke', 'R. B. Payne', 'Max Xavier', 'Sam W. Anderson', 'Lisa Morton', 'G. Daniel Gunn', 'Kim Despins', 'Robin Spriggs', 'Rena Mason', 'Jeff Strand', 'Megan Hart', 'John Skipp']",2016,9781626411555
488,,,,,Smithsonian Readers: Ultimate Predators Level 3,"['Brenda Scott-Royce', 'Megan Roth']",2016,9781626867611
489,,,,,The Spice Gate,['Prashanth Srivatsa'],2024,9780008616328
490,,,,,A Little Hungarian Pornography,['Peter Esterhazy'],1997,9780810115774
491,,,,,The Glance of Countess Hahn-Hahn (Down the Danube),['Peter Esterhazy'],1999,9780810117600
492,,,,,Celestial Harmonies,['Peter Esterhazy'],2004,9780060501044
493,,,,,Not Art,['Peter Esterhazy'],2010,9780061792960
494,,,,,Harmonia caelestis,['Peter Esterhazy'],2013,9786065885592
495,,,,,Editie revazuta,['Peter Esterhazy'],2013,9786065885530
496,,,,,O femeie,['Peter Esterhazy'],2013,9786065885578
497,,,,,Rubens si femeile neeuclidiene. Patru dramolete,['Peter Esterhazy'],2013,9786065885639
498,,,,,Nicio arta,['Peter Esterhazy'],2013,9786065885615
499,,,,,Stop Aging Now!,['Jean Carper'],2009,9780061952210
500,,,,,Miracle Cures,['Jean Carper'],2009,9780061852916
501,,,,,100 Simple Things You Can Do to Prevent Alzheimer's and Age-Related Memory Loss,['Jean Carper'],2010,9780316121606
502,,,,,Your Miracle Brain,['Jean Carper'],2001,9780060984403
503,,,,,Food--Your Miracle Medicine,['Jean Carper'],1994,9780060984243
504,,,,,Jean Carper's Total Nutrition Guide,['Jean Carper'],1987,9780553343502
505,,,,,The Food Pharmacy Guide to Good Eating,['Jean Carper'],1992,9780553352771
506,,,,,The Miracle Heart,['Jean Carper'],2000,9780061013836
507,,,,,All-in-One Calorie Counter,['Jean Carper'],1987,9780553263268
508,,,,,The All-in-one Calorie Counter,['Jean Carper'],1994,9780553298437
509,,,,,The Brand Name Nutrition Counter,['Jean Carper'],1980,9780553235197
510,,,,,Food Your Miracle Medicine,['Jean Carper'],2014,9781459675933
511,,,,,The All-in-One Carbohydrate Gram Counter,"['Jean Carper', 'Patricia A. Krause']",1987,9780553264050
512,,,,,Your Miracle Brain ...,['Jean Carper'],2000,9780722538517
513,,,,,Jean Carper's Complete Healthy Cookbook,['Jean Carper'],2007,9781569243268
514,,,,,Miracle Cures,['Jean Carper'],1975,9780061098963
515,,,,,All-in-One Carbohydrate-Gram Counter,['Jean Carper'],1984,9780553244755
516,,,,,The Wonderland of Tomorrow,['Jean Carper'],2021,9781015272989
517,,,,,The Cancer Miracle,['Jean Carper'],1974,9780061013843
518,,,,,Your Miracle Brain,['Jean Carper'],2000,9780060183912
519,,,,,Eating May be Hazardous to Your Health,"['Jacqueline Verrett', 'Jean Carper']",1975,9780385111935
520,,,,,Health Care U.S.A.,['Jean Carper'],1987,9780136096863
521,,,,,Stop Ageing Now!,['Jean Carper'],1997,9780722534564
522,,,,,The Food Pharmacy,['Jean Carper'],1989,9780671699833
523,,,,,All-In-One Low Fat Counter,['Jean Carper'],1980,9780553139822
524,,,,,The Revolutionary 7-Unit Low Fat Diet,"['Jean Carper', 'Audrey Eyton']",1985,9780553231137
525,,,,,Miracle Heart,['Jean Carper'],2000,9780061030567
526,,,,,"Little Turtle, Miami Chief","['Jean Carper', 'Grace Leslie Dickerson']",1959,9780807546826
