,author,title,datepublished,isbn13
385,['Yangsze Choo'],A Noite do Tigre,2020,9786555980196
386,['朱洋熹（Yangsze Choo）'],夜虎,2020,9789865549251
387,['Yangsze Choo'],Szellemara,2022,9789634995722
388,['Thanhha Lai'],"Listen, Slowly",2016,9780062229199
389,['Thanhha Lai'],Inside Out & Back Again,2013,9780702251177
390,['Thanhha Lai'],Inside Out and Back Again,2011,9780061962783
391,['Thanhha Lai'],Inside Out and Back Again: A Harper Classic,2017,9780062574022
392,['Thanhha Lai'],Butterfly Yellow,2019,9780062229212
393,['Thanhha Lai'],When Clouds Touch,2023,9780702266225
394,"['Elissa Brent Weissman', 'Kwame Alexander', 'Tom Angleberger']",Our Story Begins,2017,9781481472081
395,"['Jon Scieszka', 'Jim Murphy', 'Elizabeth Partridge', 'Nathan Hale', 'James Sturm', 'Candace Fleming', 'Douglas Florian', 'Sy Montgomery', 'Steve Sheinkin', 'T. Edward Nickens', 'Thanhha Lai']",Guys Read: True Stories,2014,9780061963810
396,['Thanhha Lai'],Inside Out & Back Again,2011,9780329926229
397,['赖清河'],十二岁的旅程,2017,9787541489051
398,['Thanhha Lai'],El año del gato,2022,9786078825035
399,['Thanhha Lai'],Zindigī pusht u rū,2017,9786003910256
400,"['Elissa Brent Weissman', 'Kwame Alexander', 'Tom Angleberger', 'Kathi Appelt', 'Ashley Bryan', 'Tim Federle', 'Candace Fleming', 'Marla Frazee', 'Chris Gall', 'Alex Gino', 'Chris Grabenstein', 'Gordon Korman', 'Jarrett J. Krosoczka', 'Thanhha Lai', 'Peter Lerangis', 'Gail Carson Levine', 'Grace Lin', 'Yuyi Morales', 'Phyllis Reynolds Naylor', 'R. J. Palacio', 'Linda Sue Park', 'Rohmann, Eric', 'Dan Santat', 'Brian Selznick', 'Cynthia Leitich Smith', 'Rita Williams-Garcia']",Our Story Begins,2017,9781481472104
401,['Amelia Kahaney'],The Invisible,2014,9780062231949
402,['Amelia Kahaney'],All the Best Liars,2022,9781250312716
403,['Amelia Kahaney'],The Brokenhearted,2013,9780062230942
404,['Amelia Kahaney'],All the Best Liars,2022,9781529510553
405,['Amelia Kahaney'],Las mejores mentirosas,2023,9786070799662
406,['Amelia Kahaney'],Kalbi Kirik,2015,9789944829663
407,['Amelia Kahaney'],Les coeurs brisés,2015,9782221140789
408,['Amelia KAHANEY'],Les Coeurs brisés - Livre II,2015,9782221190739
409,['Amelia KAHANEY'],Les Coeurs brisés -,2015,9782221157251
410,['Jennifer McQuiston'],Moonlight on My Mind,2014,9780062231307
411,['Jennifer McQuiston'],The Spinster's Guide to Scandalous Behavior,2015,9780062335135
412,['Jennifer McQuiston'],Summer Is for Lovers,2013,9780062231277
413,['Jennifer McQuiston'],Diary of an Accidental Wallflower,2015,9780062335029
414,['Jennifer McQuiston'],What Happens in Scotland,2013,9780062231253
415,['Jennifer McQuiston'],The Perks of Loving a Scoundrel,2016,9780062335159
416,"['Eloisa James', 'Lynsay Sands', 'Jeaniene Frost', 'Liz Carlyle', 'Kerrelyn Sparks', 'Pamela Palmer', 'Rachel Gibson', 'Emma Cane', 'Cheryl Harper', 'Jennifer Ryan', 'Sophie Jordan', 'Jennifer McQuiston', 'Beverly Jenkins', 'Kathleen Harrington']",It Happened One Valentine's Day,2013,9780062281241
417,['Jennifer McQuiston'],Her Highland Fling,2015,9780062387226
418,['Jennifer McQuiston'],Eine schottische Affäre,2020,9783732598380
419,['Jennifer McQuiston'],Eine Sommeraffäre,2020,9783732598397
420,['Sophie Jordan'],The Duke Effect,2020,9780062885401
421,['Sophie Jordan'],Vanish,2011,9780062093493
422,['Sophie Jordan'],Uninvited,2014,9780062233660
423,['Sophie Jordan'],Firelight,2014,9780062000729
424,['Sophie Jordan'],Once Upon a Wedding Night,2009,9780061736483
425,['Sophie Jordan'],Scandal of It All,2017,9780062463630
426,['Sophie Jordan'],Tease,2014,9780062279903
427,['Sophie Jordan'],Hidden,2012,9780062190161
428,['Sophie Jordan'],Sins of a Wicked Duke,2009,9780061971051
429,['Sophie Jordan'],Unleashed,2015,9780062233684
430,['Sophie Jordan'],Breathless,2012,9780062254290
431,['Sophie Jordan'],In Scandal They Wed,2010,9780061989902
432,['Sophie Jordan'],The Duke's Stolen Bride,2019,9780062885388
433,['Sophie Jordan'],Reign of Shadows,2016,9780062377661
434,['Sophie Jordan'],Wicked Nights With a Lover,2010,9780062031518
435,['Sophie Jordan'],Hell Breaks Loose,2016,9780062423740
436,['Sophie Jordan'],Surrender to Me,2009,9780061983047
437,['Sophie Jordan'],Too Wicked to Tame,2009,9780061754517
438,['Sophie Jordan'],An Heiress for All Seasons,2014,9780062363633
439,['Sophie Jordan'],The Duke Buys a Bride,2018,9780062463654
440,['Sophie Jordan'],Firelight with Bonus Material,2011,9780062109231
441,['Sophie Jordan'],The Virgin and the Rogue,2020,9780062885395
442,['Sophie Jordan'],Kissing Lessons,2020,9781328977076
443,['Sophie Jordan'],The Me I Meant to Be,2019,9781328977069
444,['Sophie Jordan'],Wild,2014,9780062279910
445,['Sophie Jordan'],The Earl in My Bed,2013,9780062222466
446,['Sophie Jordan'],Rise of Fire,2018,9780062377685
447,['Sophie Jordan'],One Night with You,2008,9780613392648
448,['Sophie Jordan'],The Rake Gets Ravished,2022,9780063035690
449,['Sophie Jordan'],This Scot of Mine,2019,9780062463678
450,['Sophie Jordan'],Beautiful Lawman,2017,9780062666574
451,['Sophie Jordan'],The Scandalous Ladies of London,2023,9780063270718
452,['Sophie Jordan'],All the Ways to Ruin a Rogue,2015,9780062222534
453,['Sophie Jordan'],Tease (Part Three: Chapters 15 - The End),2014,9780062367389
454,['Sophie Jordan'],While the Duke Was Sleeping,2016,9780062222558
455,['Sophie Jordan'],A Good Debutante's Guide to Ruin,2014,9780062222510
456,['Sophie Jordan'],Tease (Part Two: Chapters 7 - 14),2014,9780062367372
457,['Sophie Jordan'],The Duke Goes Down,2021,9780063035645
458,['Sophie Jordan'],Sixteen Scandals,2021,9780358206217
459,['Sophie Jordan'],Fury on Fire,2017,9780062423764
460,['Sophie Jordan'],All Chained Up,2016,9780062423696
461,['Sophie Jordan'],Tease (Part One: Chapters 1 - 6),2014,9780062367396
462,['Sophie Jordan'],The Scoundrel Falls Hard,2022,9780063035720
463,"['A. L. Jackson', 'Sophie Jordan', 'Aleatha Romig', 'Lili St. Germain', 'Sierra Simone', 'Nora Flite', 'Nicolla Rendell']",Glamour,2017,9781973722366
464,['Sophie Jordan'],Foreplay,2013,9780062279880
465,['Sophie Jordan'],Lessons from a Scandalous Bride,2012,9780062033031
466,['Sophie Jordan'],The Duchess,2024,9780063270756
467,"['Tessa Dare', 'Sarah MacLean', 'Sophie Jordan', 'Joanna Shupe']",How the Dukes Stole Christmas,2019,9780062962423
468,"['Julie Cross', 'J. Lynn', 'Molly McAdams', 'Sophie Jordan', 'Roni Loren', 'Tracy Wolff', 'Lauren Layne', 'Andrew Shaffer', 'Cole Gibsen', 'Myra McEntire', 'Carrie Ryan', 'Mark Perini', 'Gennifer Albin', 'Lisa Desrochers', 'Hannah Moskowitz', 'Lyla Payne', 'Alessandra Thomas', 'Melissa Landers', 'Melissa West']",Fifty First Times,2014,9780062329707
469,['Sophie Jordan'],Beautiful Sinner,2018,9780062666604
470,['Sophie Jordan'],How to Lose a Bride in One Night,2013,9780062033048
471,"['Tessa Bailey', 'Sophie Jordan']",Off Base,2015,9781940941608
472,"['Lorraine Heath', 'Elizabeth Boyle', 'Megan Frampton', 'Sophie Jordan', 'Lynsay Sands']",Dukes & Scoundrels,2015,9780062439338
473,"['Sarah MacLean', 'Sophie Jordan Louisa Edwards', 'Tessa Gratton Sierra Simone']",Naughty Brits,2020,9781949364071
474,['Sophie Littlefield'],Banished,2010,9780375894954
475,['Sophie Jordan'],Infernale (Band 1),2016,9783732004676
476,['Sophie Jordan'],Vanish - Chica de niebla,2015,9789876126199
477,['Sophie Jordan'],Reina de fuego,2015,9789877473100
478,['Sophie Jordan'],"Firelight, 3. Hidden. Alma de luz",2013,9788421677728
479,['Sophie Jordan'],Firelight - Chica de fuego,2013,9789876124881
480,['Sophie Jordan'],Hidden - Chica de luz,2015,9789876126205
481,['Sophie Jordan'],Drakie,2012,9788074471056
482,['Sophie Geister-Jones'],Dogs,2019,9781532165696
483,['Sophie Jordan'],Saga Firelight,2015,9789876126991
484,['Sophie Jordan'],Reino de Sombras,2016,9789877470611
485,['Sophie Jordan'],Firelight. Alma de fuego,2012,9788421689295
486,['Sophie Jordan'],Infernale - Doppelbundle,2019,9783732013388
487,"['Bonnie Flavell', 'Jessica Dias', 'Colleen  White', 'linda judge', 'Lawrence Bridges', 'Gabby Gilliam', 'Mandi  Le Blanc ', 'David Clark', 'Judy Schneier', 'Mark Weaver', 'Elder  Gideon', 'Marion Panizzon', 'Emily Rosier', 'C Delous', 'Heather Nelson', 'Maitrayee Deka', 'Ronald Haigh', 'Irving Jones', 'Justin Byrne', 'Lizzy  Kirby', 'Sophie Seah', 'Anna Raymo', 'Dany Gagnon', 'Kim Shyu', 'Stacy Gardner', 'Carlos Hiraldo', 'Jocelynn Pearl', 'Michelle Hahnl', 'Olivia Loccisano', 'Bryn Gribben', 'Melissa Conway', ""John O'Day"", 'J. Amber Griffin', 'Lillian  Braswell ', 'Jennifer Soliz', 'Barton Thurber', 'Jessica Janz', 'Brian Jewell', 'Tatum Brittain', 'Vanessa Watters', 'Katerina Canyon', 'Tanita Cree', 'J. Khan', 'Jordan Cambridge', 'Todd Williams']",Change Is The Only Constant,2022,9789394615205
488,['Sophie Jordan'],Infernale,2016,9783785581674
489,['Sophie Barnes'],A Duke for Miss Townsbridge,2020,9781393418573
490,['Sophie Jordan'],Déchaînée,2017,9782897671549
491,['Sophie Jordan'],Infernale (Band 2) - Rhapsodie in Schwarz,2017,9783732008094
492,['Sophie Jordan'],Supplices,2019,9782290110393
493,['Sophie Jordan'],Breathless - Chica de agua,2015,9789876127066
494,['Sophie Jordan'],Firelight (Band 3) – Leuchtendes Herz,2013,9783732000210
495,"['Sophie Goldstein', 'Jennifer Jordan']",Darwin Carmichael Is Going to Hell,2014,9780991385409
496,['Sophie Jordan'],Trilogie Lueur de Feu (Tome 1),2011,9782075021326
497,['Sophie Jordan'],Foreplay - Vorspiel zum Glück,2015,9783956495311
498,['Sophie Jordan'],Trilogie Lueur de feu (Tome 2) - Soeurs rivales,2014,9782075022491
499,['Sophie Jordan'],Firelight (Band 2) - Flammende Träne,2013,9783732000197
500,['Sophie Jordan'],Dügün Gecesi,2010,9786054263554
501,['Sophie Jordan'],Tease - Verlangen nach Glück,2015,9783956494864
502,['Arthur Lubow'],Diane Arbus,2016,9780062234346
503,['Arthur Lubow'],Man Ray,2021,9780300237214
504,['Arthur Lubow'],Diane Arbus,2023,9789198712438
505,['Arthur Lubow'],The Annual Sixth Grade Writer's Compositon Competition Bear and Fox Ball,2015,9781320853736
506,['Arthur Lubow'],The Annual Sixth Grade Writer's Composition Competition Bear and Fox Ball,2015,9781320828086
507,"['Liza Lou', 'Eleanor Heartney', 'Arthur Lubow', 'Peter Schjeldahl', 'Lawrence Weschler']",Liza Lou,2011,9780847834617
508,"['Arthur Lubow', 'Arthur Luard']",The Reporter Who Would Be King,1994,9780517135136
509,['Arthur N. Cox'],Solar Interior and Atmosphere,2018,9780816538614
510,['Arthur Waldhorn'],A Reader's Guide to Ernest Hemingway,2002,9780815629504
511,"['Irving B. Weiner', 'Arthur M. Nezu', 'Christine M. Nezu', 'Pamela A. Geller']","Handbook of Psychology, Health Psychology",2012,9780470891926
512,['Arthur Turner'],"Logan Turner's Diseases of the Nose, Throat and Ear, 10Ed",1987,9780340927670
513,"['Arthur L. Rosenbaum', 'Alvina Pauline Santiago']",Clinical Strabismus Management,1999,9780721676739
514,['Arthur Kalmer Bierman'],Life and Morals,1980,9780155507258
515,['Pamela Moore'],Chocolates for Breakfast,2013,9780062246929
516,['Pamela Moore Dionne'],Taut Caesuras,2021,9781646625154
517,['Pamela Moore Dionne'],Paradox and Illusion,2020,9781646622665
518,['Pamela Rosewell Moore'],The Five Silent Years of Corrie Ten Boom,2016,9780310346876
519,['Pamela MOORE'],Chocolates for Breakfast,2014,9782841117512
520,['Pamela Moore'],Nuggets and Gems,2015,9780692483015
521,['Pamela Moore'],Cocktails,2015,9783492056922
522,['Pamela Rosewell Moore'],Safer Than a Known Way,1990,9780800791759
523,['Pamela J. Moore'],"Connecticut Employment Law, 4th Edition",2018,9781628815214
524,"['Carey A. Moore', 'Pamela Rosewell Moore']",If Two Shall Agree,1992,9780800792053
525,['Pamela Moore Dionne'],Blue Truth,2012,9780985187125
526,"['Pamela J. Farris', 'Marilyn K. Moore']",To and Fro the Ivory Tower,2014,9781478615415
527,['Pamela Dawn Moore'],As the Rain Falls,2013,9781481951845
528,"['Pamela Byrne Schiller', 'Thomas Moore']",Where is Thumbkin?,1993,9780876591642
529,['Pamela Rosewell Moore'],When Spring Comes Late,2000,9780800792794
530,"['Pamela Skaist-Levy', 'Gela Nash-Taylor', 'Booth Moore']",The Glitter Plan,2015,9781592409358
531,['Natasha Trethewey'],Native Guard (enhanced Audio Edition),2012,9780547526263
532,['Natasha D. Trethewey'],Thrall,2012,9780547571607
533,['Natasha D. Trethewey'],Monument,2018,9781328507846
534,['Natasha Trethewey'],Memorial Drive,2020,9780062248572
535,['Natasha Trethewey'],Articulation,2022,9780544616530
536,['Natasha Trethewey'],Memorial Drive,2020,9780062248596
537,['Natasha Trethewey'],Beyond Katrina,2015,9780820349022
538,['Natasha Trethewey'],True Crime,2020,9781408840016
539,"['David Lehman', 'Natasha Trethewey']",Best American Poetry 2017,2017,9781501127779
540,['Natasha Trethewey'],Best New Poets 2007,2007,9780976629627
541,"['Natasha D. Trethewey', 'Reynolds Price']",Eudora Welty,2019,9781496823915
542,"['Nikki Giovanni', 'Luisa Igloria', 'Natasha Trethewey']",Artemis 2021,2021,9781515451310
543,"['Nikki Giovanni', 'Natasha Trethewey']",Artemis Journal 2022,2022,9781515456148
544,['Natasha Trethewey'],The House of Being,2024,9780300265927
545,['Natasha Trethewey'],Memorial Drive,2021,9782823617337
546,['Natasha D. Trethewey'],Congregation,2014,9781928755241
547,"['Curran Hatleberg', 'Natasha Trethewey']",Peanut's Dream,2021,9781942953500
548,['Jeff Wall'],A Sudden Gust of Wind,2021,9781942953531
549,['Natasha D. Trethewey'],Memorial Drive,2021,9782823617320
550,['Natasha Trethewey'],Guardia nativa,2009,9788495408983
551,['Natasha Trethewey'],Memorial drive,2022,9788417800970
552,['Carol Anderson'],Esta vez el fuego,2020,9788412166217
553,['Natasha D. Trethewey'],Memorial Drive,2021,9788396147318
554,['Natasha Trethewey'],Lavori domestici-Domestic work,2022,9788896551660
555,['Natasha Trethewey'],Thrall,2017,9788417096250
556,"['David Lehman', 'Natasha Trethewey']",Best American Poetry 2017,2017,9781501127632
557,"['Ruth Simpson', 'Jason Hughes', 'Natasha Slutskaya']","Gender, Class and Occupation",2016,9781137439697
558,['Lori Alexander'],Backhoe Joe,2014,9780062250155
559,['Lori Alexander'],A Sporting Chance,2020,9781328580795
560,['Lori Alexander'],Mini Mighty Sweeps,2022,9780062250162
561,['Lori Alexander'],Future Engineer,2019,9781338312232
562,['Lori Alexander'],All in a Drop,2019,9781328884206
563,['Mike Yorkey'],The Power of a Transformed Wife,2016,9780998168708
564,"['Brenda Morrison Barrett Zeller', 'Lori Alexander Barrett']",Frank and Francie Always,2022,9798886830071
565,['Lori Alexander'],Future Astronaut,2019,9781338312225
566,['Lori Alexander'],"What's a Germ, Joseph Lister?",2023,9780358538615
567,['Lori Alexander'],Biblical Womanhood,2019,9781070523767
568,['Lori Alexander'],Cactus Queen,2024,9781662680212
569,['Lori Alexander'],Future Doctor (Baby Book),2020,9781338312256
570,['Lori Fayre'],The Alexander Proposal,2020,9781839434372
571,['Lori Alexander'],You Are Getting Sleepy,2022,9781338814064
572,['Lori Alexander'],Future President (Future Baby),2019,9781338312249
573,['Lori Alexander'],Famously Phoebe,2017,9781454920342
574,"['Lori Ellen Rekowski', 'Charles F. Glassman MD Fac', 'Charles F. Glassman, M.d.', 'Lori S. Rubenstein', 'Michele Penn', 'Betty J. Woodman, Ph.d.']",The Faces Behind the Pages That Inspire,2012,9781478388739
575,['Lori Alexander'],All in a Drop,2020,9781662255632
576,['Tom Barbash'],Stay Up With Me,2013,9781471128455
577,['Tom Barbash'],The Last Good Chance,2007,9781429970570
578,['Tom Barbash'],The Dakota Winters,2018,9780062258236
579,['Tom Barbash'],On Top of the World,2003,9780060510305
580,['Tom Barbash'],Beautiful boy,2020,9782226452450
581,['Tom Barbash'],Beautiful boy,2020,9782226442147
582,"['Howard Lutnick', 'Tom Barbash']",On Top of the World,2002,9780755312078
583,['Tom Barbash'],On Top of the World,2003,9780755311620
584,['Tom Barbash'],On Top of the World,2003,9780755311637
585,['Tom Barbash'],Les Lumières de Central Park,2015,9782226385734
586,['Tom Barbash'],"Mein Vater, John Lennon und das beste Jahr unseres Lebens",2020,9783462319842
587,['Tom Barbash'],Les lumières de Central Park,2015,9782226319357
588,"['Adam Boxer', 'Tom Bennett']",The researchED Guide to Explicit and Direct Instruction: An evidence-informed guide for teachers,2019,9781398383852
589,['Tom Needham'],Explicit English Teaching,2023,9781529786521
590,"['Peter Morgan Kash', 'Jay Lombard', 'Tom Monte']",Freedom from Disease,2008,9780312358693
591,['Tom Barker'],Aggressors in Blue,2020,9783030284411
592,"['Tom Goldstein', 'Jethro K. Lieberman']",The Lawyer's Guide to Writing Well,2003,9780520929074
593,['Tom Lutz'],Doing Nothing,2006,9781429978064
594,['Tom Grimes'],Mentor,2010,9780982504895
595,"['Tom L. Beauchamp', 'James F. Childress']",Principles of Biomedical Ethics,2001,9780195143317
596,['Tom Rath'],Eat Move Sleep,2013,9781939714015
597,['Tom Grimes'],The Workshop,2001,9780786886722
598,['Josh Malerman'],Inspection,2019,9781524797003
599,['Josh Malerman'],Malorie,2021,9781409193142
600,['Josh Malerman'],Bird Box,2014,9780062259677
601,['Josh Malerman'],Goblin,2021,9780593237816
602,['Josh Malerman'],A House at the Bottom of a Lake,2021,9780593237786
603,['Josh Malerman'],Pearl,2021,9780593237847
604,['Josh Malerman'],Spin a Black Yarn,2023,9780593237878
605,['Josh Malerman'],Malorie,2020,9780593156865
606,['Josh Malerman'],Daphne,2022,9780593157022
607,['Josh Malerman'],Black Mad Wheel,2017,9780062259707
608,"['Joyce Carol Oates', 'Josh Malerman', 'Carmen Maria Machado', 'Paul Tremblay']",When Things Get Dark,2021,9781789097160
609,['Josh Malerman'],Bird Box,2014,9780007529896
610,['Josh Malerman'],Unbury Carol,2018,9780399180170
611,['Josh Malerman'],Goblin,2017,9780996211857
612,['Josh Malerman'],A House at the Bottom of the Lake,2023,9781398711594
613,['Josh Malerman'],Malorie,2020,9781409193135
614,['Josh Malerman'],Daphne,2023,9781409193104
615,['Josh Malerman'],Inspection,2022,9781736928431
616,"['Stephen King', 'Josh Malerman', 'Zoje Stage', 'Victor LaValle', 'Jack Ketchum', 'Tlotlo Tsamaase']",Chiral Mad 5,2022,9798986748818
617,['Josh Malerman'],Bird Box: free sampler (chapter 1),2014,9780007586332
618,"['Stephen King', 'Josh Malerman']","You, Human",2016,9780999575451
619,"['Caroline Kepnes', 'Josh Malerman', 'Stephen Graham Jones']",Dark Stars,2022,9781789098990
620,['Josh Malerman'],Dark Moon Digest Issue #32/#33,2018,9781943720330
621,"['Jonathan Maberry', 'R.L. Stine', 'Amy Lukavics', 'Barry Lyga', 'Brendan Reichs', 'Brenna Yovanoff', 'Christopher Golden', 'Courtney Alameda', 'D. J. MacHale', 'Josh Malerman', 'Kami Garcia', 'Madeleine Roux', 'Margaret Stohl', 'Michael Northrop', 'Micol Ostow', 'Sherrilyn Kenyon', 'Tananarive Due', 'Tonya Hurley', 'et al']",Don't Turn Out the Lights,2020,9780062877697
